Date,High,Low,Open,Close,Volume,Adj Close
2017-07-07,89700.0,75700.0,87100.0,82300.0,1619864.0,81844.8828125
2017-07-10,88000.0,81000.0,82300.0,88000.0,840451.0,87513.3671875
2017-07-11,88000.0,82700.0,88000.0,82800.0,422303.0,82342.1171875
2017-07-12,84600.0,80000.0,83700.0,83500.0,238407.0,83038.25
2017-07-13,84000.0,80800.0,83400.0,81600.0,218138.0,81148.7578125
2017-07-14,83200.0,80500.0,81000.0,81000.0,195088.0,80552.078125
2017-07-17,83000.0,80900.0,81800.0,82200.0,141369.0,81745.4375
2017-07-18,83300.0,81500.0,82400.0,83300.0,165584.0,82839.359375
2017-07-19,85100.0,83200.0,83400.0,84600.0,223083.0,84132.1640625
2017-07-20,84900.0,80000.0,84600.0,80500.0,183151.0,80054.8359375
2017-07-21,81700.0,80200.0,80500.0,81200.0,92821.0,80750.96875
2017-07-24,83000.0,81300.0,81900.0,83000.0,123728.0,82541.015625
2017-07-25,83800.0,82600.0,83400.0,83300.0,116806.0,82839.359375
2017-07-26,85400.0,83100.0,83300.0,85100.0,121061.0,84629.3984375
2017-07-27,85600.0,84100.0,85100.0,84200.0,68816.0,83734.3828125
2017-07-28,85500.0,83300.0,83700.0,84800.0,95657.0,84331.0625
2017-07-31,84500.0,81800.0,81800.0,82100.0,77011.0,81645.9921875
2017-08-01,84900.0,82400.0,82500.0,83500.0,89377.0,83038.25
2017-08-02,83600.0,81900.0,83100.0,82900.0,62216.0,82441.5703125
2017-08-03,83800.0,81000.0,82000.0,83700.0,82484.0,83237.140625
2017-08-04,85300.0,83800.0,84500.0,85300.0,63572.0,84828.296875
2017-08-07,85800.0,84300.0,85600.0,85600.0,40097.0,85126.640625
2017-08-08,86000.0,84600.0,86000.0,85000.0,40475.0,84529.953125
2017-08-09,85900.0,84100.0,84100.0,85600.0,38950.0,85126.640625
2017-08-10,87300.0,84500.0,85000.0,85300.0,75619.0,84828.296875
2017-08-11,86900.0,84600.0,85200.0,86500.0,60086.0,86021.6640625
2017-08-14,90000.0,86600.0,87200.0,89400.0,106552.0,88905.625
2017-08-16,98500.0,89200.0,89400.0,95300.0,239188.0,94773.0
2017-08-17,95200.0,91000.0,95200.0,92200.0,129941.0,91690.140625
2017-08-18,95800.0,90900.0,91900.0,95400.0,94515.0,94872.4453125
2017-08-21,96400.0,92400.0,96400.0,92500.0,63817.0,91988.484375
2017-08-22,94800.0,90800.0,92700.0,93600.0,98102.0,93082.3984375
2017-08-23,95400.0,93000.0,93000.0,94300.0,78239.0,93778.5234375
2017-08-24,94800.0,93100.0,94400.0,93900.0,50476.0,93380.7421875
2017-08-25,93800.0,91100.0,93800.0,92200.0,60684.0,91690.140625
2017-08-28,92000.0,89000.0,91400.0,89600.0,101907.0,89104.515625
2017-08-29,91000.0,89300.0,89300.0,90800.0,74316.0,90297.8828125
2017-08-30,90800.0,88600.0,90300.0,90300.0,54611.0,89800.6484375
2017-08-31,91400.0,87300.0,89700.0,87300.0,104709.0,86817.234375
2017-09-01,88800.0,87300.0,88000.0,87400.0,59116.0,86916.6796875
2017-09-04,88700.0,85500.0,87500.0,86400.0,47663.0,85922.2109375
2017-09-05,87600.0,84300.0,86900.0,85200.0,61294.0,84728.8515625
2017-09-06,88700.0,85100.0,85300.0,86300.0,103961.0,85822.765625
2017-09-07,87700.0,85400.0,86900.0,86900.0,47383.0,86419.4453125
2017-09-08,89000.0,86200.0,86200.0,87300.0,49147.0,86817.234375
2017-09-11,92300.0,88400.0,88400.0,91700.0,98648.0,91192.90625
2017-09-12,92600.0,90200.0,91800.0,92500.0,58778.0,91988.484375
2017-09-13,94500.0,90400.0,92100.0,93300.0,87262.0,92784.0546875
2017-09-14,96700.0,93400.0,93400.0,96000.0,150398.0,95469.125
2017-09-15,96600.0,95300.0,96000.0,96600.0,135228.0,96065.8046875
2017-09-18,97500.0,96200.0,96700.0,97000.0,55832.0,96463.59375
2017-09-19,97300.0,95600.0,96300.0,97100.0,70406.0,96563.0390625
2017-09-20,98700.0,96500.0,97400.0,97500.0,87986.0,96960.828125
2017-09-21,99400.0,96100.0,96200.0,99100.0,117504.0,98551.984375
2017-09-25,100000.0,95500.0,99900.0,95900.0,96876.0,95369.6796875
2017-09-26,95900.0,95900.0,95900.0,95900.0,0.0,95369.6796875
2017-09-27,99100.0,96400.0,98500.0,98000.0,53926.0,97458.0625
2017-09-28,97700.0,94000.0,96300.0,95100.0,210687.0,94574.1015625
2017-09-29,98400.0,94900.0,95500.0,97000.0,130721.0,96463.59375
2017-10-10,96000.0,94200.0,94700.0,95000.0,121490.0,94474.65625
2017-10-11,94700.0,90500.0,93400.0,91000.0,161332.0,90496.7734375
2017-10-12,94000.0,90600.0,90600.0,94000.0,94760.0,93480.1875
2017-10-13,95300.0,92300.0,92800.0,94300.0,58961.0,93778.5234375
2017-10-16,95200.0,92400.0,93500.0,94800.0,41409.0,94275.7578125
2017-10-17,95100.0,92800.0,93800.0,93800.0,40727.0,93281.2890625
2017-10-18,94000.0,93000.0,93800.0,93800.0,31656.0,93281.2890625
2017-10-19,94000.0,92600.0,93700.0,93000.0,43544.0,92485.71875
2017-10-20,95100.0,92100.0,92100.0,94700.0,75668.0,94176.3125
2017-10-23,95500.0,92500.0,93300.0,93100.0,68072.0,92585.1640625
2017-10-24,95700.0,92600.0,92600.0,95600.0,62675.0,95071.3359375
2017-10-25,95600.0,93500.0,94400.0,94600.0,58262.0,94076.8671875
2017-10-26,102000.0,94000.0,94000.0,100500.0,241723.0,99944.2421875
2017-10-27,103500.0,99800.0,99800.0,100500.0,243765.0,99944.2421875
2017-10-30,107000.0,100000.0,100500.0,105500.0,146117.0,104916.59375
2017-10-31,108500.0,103000.0,106000.0,106000.0,105842.0,105413.828125
2017-11-01,107500.0,103000.0,103500.0,105500.0,124938.0,104916.59375
2017-11-02,110000.0,104000.0,105000.0,108000.0,93491.0,107402.765625
2017-11-03,113500.0,108500.0,110000.0,113500.0,120532.0,112872.3515625
2017-11-06,118000.0,111000.0,113500.0,116500.0,199183.0,115855.765625
2017-11-07,119000.0,114500.0,116500.0,116000.0,132135.0,115358.5234375
2017-11-08,117500.0,113000.0,115000.0,116500.0,118817.0,115855.765625
2017-11-09,120500.0,116000.0,118000.0,116500.0,118710.0,115855.765625
